日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,当地3連対率,モーター2連対率
2026-07-23,多摩川,第1R,2号艇,3930 / A2 岸本 隆 岡山/岡山 50歳/54.5kg,31.71,53.66,-,54.5
2026-07-23,多摩川,第1R,1号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第1R,4号艇,3458 / B1 東 健介 岡山/熊本 59歳/54.5kg,35.56,48.89,-,54.5
2026-07-23,多摩川,第2R,1号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.0kg,32.79,50.82,-,52.0
2026-07-23,多摩川,第2R,2号艇,5125 / A2 高井 雄基 愛知/愛知 30歳/52.3kg,23.44,54.69,-,52.3
2026-07-23,多摩川,第2R,5号艇,3406 / B1 中里 英夫 群馬/栃木 57歳/52.9kg,32.35,55.88,-,52.9
2026-07-23,多摩川,第2R,3号艇,3075 / B1 中村 裕将 埼玉/埼玉 63歳/55.8kg,28.33,45.00,-,55.8
2026-07-23,多摩川,第3R,5号艇,4520 / A2 高倉 孝太 福井/石川 39歳/51.0kg,33.33,53.03,-,51.0
2026-07-23,多摩川,第3R,3号艇,4557 / B1 松尾 光広 岡山/岡山 36歳/56.4kg,53.85,66.15,-,56.4
2026-07-23,多摩川,第3R,2号艇,5425 / B2 西山 育 三重/三重 24歳/56.8kg,29.03,54.84,-,56.8
2026-07-23,多摩川,第3R,4号艇,3748 / B1 小黒 竜吾 埼玉/埼玉 51歳/55.8kg,24.59,44.26,-,55.8
2026-07-23,多摩川,第4R,2号艇,3957 / B1 大谷 直弘 愛知/愛知 49歳/52.9kg,33.33,43.94,-,52.9
2026-07-23,多摩川,第4R,6号艇,4377 / A1 濱本 優一 大阪/大阪 42歳/50.0kg,43.28,55.22,-,50.0
2026-07-23,多摩川,第4R,4号艇,4199 / A1 北川 潤二 愛知/愛知 44歳/56.6kg,33.85,50.77,-,56.6
2026-07-23,多摩川,第5R,4号艇,3619 / B1 長谷川 充 群馬/群馬 52歳/52.0kg,27.42,41.94,-,52.0
2026-07-23,多摩川,第5R,1号艇,4550 / A2 石岡 将太 群馬/群馬 37歳/54.3kg,30.00,45.00,-,54.3
2026-07-23,多摩川,第5R,5号艇,3517 / B1 高橋 勲 東京/神奈川 58歳/53.3kg,29.69,48.44,-,53.3
2026-07-23,多摩川,第6R,3号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第6R,1号艇,5085 / A2 中村 栄治 福井/福井 27歳/51.0kg,28.36,44.78,-,51.0
2026-07-23,多摩川,第6R,6号艇,3072 / B1 西田 靖 東京/神奈川 64歳/52.0kg,36.07,49.18,-,52.0
2026-07-23,多摩川,第7R,2号艇,4813 / B1 宮内 直哉 東京/東京 36歳/52.0kg,19.64,58.93,-,52.0
2026-07-23,多摩川,第7R,1号艇,3807 / B1 岡部 哲 埼玉/埼玉 51歳/51.0kg,40.63,50.00,-,51.0
2026-07-23,多摩川,第7R,6号艇,3930 / A2 岸本 隆 岡山/岡山 50歳/54.5kg,31.71,53.66,-,54.5
2026-07-23,多摩川,第7R,4号艇,5425 / B2 西山 育 三重/三重 24歳/56.8kg,29.03,54.84,-,56.8
2026-07-23,多摩川,第8R,2号艇,5197 / B2 中野 仁照 愛知/愛知 24歳/53.2kg,30.51,44.07,-,53.2
2026-07-23,多摩川,第8R,4号艇,3075 / B1 中村 裕将 埼玉/埼玉 63歳/55.8kg,28.33,45.00,-,55.8
2026-07-23,多摩川,第8R,5号艇,3935 / B1 岩津 徹郎 岡山/岡山 48歳/53.4kg,34.78,46.38,-,53.4
2026-07-23,多摩川,第9R,4号艇,5316 / B1 村松 将平 静岡/静岡 25歳/52.0kg,34.78,54.35,-,52.0
2026-07-23,多摩川,第9R,1号艇,3406 / B1 中里 英夫 群馬/栃木 57歳/52.9kg,32.35,55.88,-,52.9
2026-07-23,多摩川,第9R,5号艇,3868 / B1 尾形 栄治 東京/東京 50歳/52.3kg,19.67,37.70,-,52.3
2026-07-23,多摩川,第10R,3号艇,3072 / B1 西田 靖 東京/神奈川 64歳/52.0kg,36.07,49.18,-,52.0
2026-07-23,多摩川,第10R,1号艇,4199 / A1 北川 潤二 愛知/愛知 44歳/56.6kg,33.85,50.77,-,56.6
2026-07-23,多摩川,第10R,4号艇,5085 / A2 中村 栄治 福井/福井 27歳/51.0kg,28.36,44.78,-,51.0
2026-07-23,多摩川,第10R,6号艇,4635 / A2 峰重 力也 岡山/岡山 36歳/52.2kg,25.40,39.68,-,52.2
2026-07-23,多摩川,第11R,4号艇,3517 / B1 高橋 勲 東京/神奈川 58歳/53.3kg,29.69,48.44,-,53.3
2026-07-23,多摩川,第11R,5号艇,4379 / A2 桑島 和宏 東京/千葉 41歳/55.5kg,23.08,40.00,-,55.5
2026-07-23,多摩川,第11R,6号艇,4550 / A2 石岡 将太 群馬/群馬 37歳/54.3kg,30.00,45.00,-,54.3
2026-07-23,多摩川,第11R,3号艇,3542 / B1 清水 紀克 愛知/愛知 57歳/55.7kg,33.33,51.67,-,55.7
2026-07-23,多摩川,第12R,4号艇,4209 / A2 藤田 竜弘 静岡/静岡 43歳/54.8kg,39.39,56.06,-,54.8
2026-07-23,多摩川,第12R,5号艇,5354 / B1 渡邊 雄斗 三重/宮崎 21歳/50.0kg,39.39,57.58,-,50.0
2026-07-23,多摩川,第12R,2号艇,4547 / A1 中田 竜太 埼玉/福島 38歳/51.5kg,46.94,65.31,-,51.5
2026-07-23,常滑,第1R,5号艇,4234 / B1 野相 弘司 福岡/福岡 42歳/57.7kg,26.32,42.11,-,57.7
2026-07-23,常滑,第1R,6号艇,3893 / B1 汐崎 正則 愛知/愛知 50歳/52.0kg,55.00,75.00,-,52.0
2026-07-23,常滑,第1R,3号艇,5077 / B1 滝沢 崚 埼玉/埼玉 29歳/52.0kg,22.22,38.89,-,52.0
2026-07-23,常滑,第2R,5号艇,4158 / B1 木場 雄二郎 山口/山口 45歳/55.7kg,66.67,88.89,-,55.7
2026-07-23,常滑,第2R,3号艇,3319 / A2 山崎 義明 埼玉/埼玉 59歳/52.0kg,50.00,75.00,-,52.0
2026-07-23,常滑,第2R,6号艇,4064 / A1 原田 篤志 山口/山口 46歳/52.0kg,40.91,54.55,-,52.0
2026-07-23,常滑,第3R,2号艇,3793 / B1 高橋 真吾 埼玉/東京 53歳/56.2kg,42.86,66.67,-,56.2
2026-07-23,常滑,第3R,6号艇,4040 / A2 廣瀬 将亨 兵庫/兵庫 47歳/56.1kg,18.18,36.36,-,56.1
2026-07-23,常滑,第3R,1号艇,5357 / B2 田中 瀬里奈 埼玉/北海道 21歳/53.8kg,38.89,50.00,-,53.8
2026-07-23,常滑,第3R,3号艇,4448 / A1 青木 玄太 滋賀/滋賀 39歳/52.7kg,6.25,12.50,-,52.7
2026-07-23,常滑,第4R,4号艇,4369 / A2 丹下 将 愛知/愛知 40歳/55.6kg,11.76,17.65,-,55.6
2026-07-23,常滑,第4R,1号艇,4796 / A1 春園 功太 三重/三重 34歳/52.0kg,44.44,61.11,-,52.0
2026-07-23,常滑,第4R,2号艇,4114 / B1 深澤 達徳 東京/山梨 45歳/52.0kg,20.00,30.00,-,52.0
2026-07-23,常滑,第5R,3号艇,5360 / B1 高木 茉白 埼玉/埼玉 19歳/48.4kg,33.33,50.00,-,48.4
2026-07-23,常滑,第5R,4号艇,4940 / B2 白石 有美 東京/東京 28歳/50.2kg,26.32,42.11,-,50.2
2026-07-23,常滑,第5R,2号艇,5419 / B1 櫻井 隼 埼玉/埼玉 20歳/52.0kg,36.84,42.11,-,52.0
2026-07-23,常滑,第5R,6号艇,3590 / A1 濱野谷 憲吾 東京/東京 52歳/53.8kg,25.00,41.67,-,53.8
2026-07-23,常滑,第6R,1号艇,5327 / B2 西田 和加 埼玉/埼玉 22歳/47.4kg,61.90,71.43,-,47.4
2026-07-23,常滑,第6R,5号艇,4782 / B1 浜崎 準也 岡山/岡山 39歳/52.2kg,11.11,44.44,-,52.2
2026-07-23,常滑,第6R,3号艇,4787 / A1 椎名 豊 群馬/群馬 37歳/52.6kg,11.76,23.53,-,52.6
2026-07-23,常滑,第6R,2号艇,4730 / B1 土屋 実沙希 静岡/静岡 37歳/47.0kg,20.00,40.00,-,47.0
2026-07-23,常滑,第7R,3号艇,3721 / A1 守田 俊介 滋賀/京都 50歳/52.7kg,47.37,57.89,-,52.7
2026-07-23,常滑,第7R,4号艇,5077 / B1 滝沢 崚 埼玉/埼玉 29歳/52.0kg,22.22,38.89,-,52.0
2026-07-23,常滑,第7R,5号艇,4918 / B1 川島 拓郎 静岡/静岡 37歳/52.8kg,14.29,14.29,-,52.8
2026-07-23,常滑,第7R,1号艇,4839 / A2 四宮 与寛 徳島/徳島 36歳/52.0kg,11.11,33.33,-,52.0
2026-07-23,常滑,第8R,6号艇,4317 / B1 木村 紗友希 静岡/静岡 42歳/47.8kg,45.00,75.00,-,47.8
2026-07-23,常滑,第8R,4号艇,4064 / A1 原田 篤志 山口/山口 46歳/52.0kg,40.91,54.55,-,52.0
2026-07-23,常滑,第8R,2号艇,3696 / B1 白井 友晴 埼玉/埼玉 54歳/51.5kg,45.45,72.73,-,51.5
2026-07-23,常滑,第9R,3号艇,3848 / B1 川上 聡介 愛知/愛知 49歳/56.2kg,46.67,53.33,-,56.2
2026-07-23,常滑,第9R,6号艇,4448 / A1 青木 玄太 滋賀/滋賀 39歳/52.7kg,6.25,12.50,-,52.7
2026-07-23,常滑,第9R,2号艇,4369 / A2 丹下 将 愛知/愛知 40歳/55.6kg,11.76,17.65,-,55.6
2026-07-23,常滑,第9R,1号艇,4065 / B1 金田 幸子 岡山/岡山 46歳/44.0kg,33.33,58.33,-,44.0
2026-07-23,常滑,第10R,5号艇,3319 / A2 山崎 義明 埼玉/埼玉 59歳/51.5kg,50.00,75.00,-,51.5
2026-07-23,常滑,第10R,6号艇,4730 / B1 土屋 実沙希 静岡/静岡 37歳/47.0kg,20.00,40.00,-,47.0
2026-07-23,常滑,第10R,1号艇,4796 / A1 春園 功太 三重/三重 34歳/52.0kg,44.44,61.11,-,52.0
2026-07-23,常滑,第10R,2号艇,3893 / B1 汐崎 正則 愛知/愛知 50歳/51.5kg,55.00,75.00,-,51.5
2026-07-23,常滑,第11R,2号艇,3713 / A1 伊藤 誠二 愛知/愛知 51歳/52.9kg,55.56,72.22,-,52.9
2026-07-23,常滑,第11R,1号艇,4360 / A2 庄司 孝輔 静岡/静岡 41歳/52.0kg,35.00,50.00,-,52.0
2026-07-23,常滑,第11R,3号艇,4158 / B1 木場 雄二郎 山口/山口 45歳/55.7kg,66.67,88.89,-,55.7
2026-07-23,常滑,第12R,4号艇,4114 / B1 深澤 達徳 東京/山梨 45歳/52.0kg,20.00,30.00,-,52.0
2026-07-23,常滑,第12R,3号艇,4607 / A2 鶴田 勇雄 福岡/福岡 37歳/52.6kg,31.58,52.63,-,52.6
2026-07-23,常滑,第12R,2号艇,3982 / B1 福田 理 岡山/岡山 48歳/55.4kg,22.22,38.89,-,55.4
2026-07-23,津,第1R,3号艇,5220 / A2 青木 蓮 埼玉/埼玉 25歳/51.0kg,38.98,56.78,-,51.0
2026-07-23,津,第1R,1号艇,5039 / B1 倉田 茂将 愛知/愛知 28歳/54.4kg,34.26,56.48,-,54.4
2026-07-23,津,第1R,6号艇,5182 / B1 宮崎 安奈 埼玉/埼玉 28歳/47.0kg,32.61,43.48,-,47.0
2026-07-23,津,第2R,3号艇,5279 / B1 石渡 翔一郎 東京/千葉 23歳/53.1kg,38.71,60.22,-,53.1
2026-07-23,津,第2R,6号艇,5013 / B1 山下 夏鈴 三重/三重 28歳/44.0kg,35.66,47.29,-,44.0
2026-07-23,津,第2R,4号艇,5135 / B1 仲 航太 東京/神奈川 26歳/52.4kg,35.94,54.69,-,52.4
2026-07-23,津,第3R,2号艇,5213 / B1 湯淺 紀香 群馬/群馬 27歳/46.5kg,45.87,64.22,-,46.5
2026-07-23,津,第3R,1号艇,5114 / B1 小林 孝彰 福井/石川 26歳/52.0kg,34.13,48.41,-,52.0
2026-07-23,津,第3R,3号艇,5196 / A1 鰐部 太空海 愛知/愛知 24歳/53.8kg,40.18,55.36,-,53.8
2026-07-23,津,第4R,5号艇,5226 / B1 藤田 俊祐 東京/東京 24歳/52.0kg,35.29,52.94,-,52.0
2026-07-23,津,第4R,6号艇,5255 / A1 藤原 仙二 滋賀/滋賀 22歳/53.3kg,28.13,48.96,-,53.3
2026-07-23,津,第4R,1号艇,5166 / A2 仲道 大輔 愛知/愛知 26歳/52.0kg,32.97,56.04,-,52.0
2026-07-23,津,第4R,3号艇,5019 / B1 柴田 百恵 静岡/静岡 26歳/44.5kg,49.48,65.98,-,44.5
2026-07-23,津,第5R,5号艇,5252 / A2 荒木 颯斗 愛知/愛知 23歳/52.0kg,33.61,52.10,-,52.0
2026-07-23,津,第5R,3号艇,5042 / A1 畑田 汰一 埼玉/東京 27歳/52.0kg,31.07,40.78,-,52.0
2026-07-23,津,第5R,4号艇,4984 / B1 森下 愛梨 静岡/静岡 29歳/48.9kg,39.36,54.26,-,48.9
2026-07-23,津,第5R,6号艇,5141 / A1 大澤 風葵 群馬/群馬 25歳/51.0kg,41.82,61.82,-,51.0
2026-07-23,津,第6R,4号艇,5191 / A1 飛田 江己 埼玉/東京 25歳/52.0kg,39.60,58.42,-,52.0
2026-07-23,津,第6R,5号艇,5182 / B1 宮崎 安奈 埼玉/埼玉 28歳/47.0kg,32.61,43.48,-,47.0
2026-07-23,津,第6R,3号艇,5066 / A1 鈴木 孝明 埼玉/埼玉 27歳/52.4kg,53.33,75.24,-,52.4
2026-07-23,津,第6R,2号艇,5090 / B1 生方 靖亜 群馬/群馬 25歳/53.0kg,31.36,44.07,-,53.0
2026-07-23,津,第7R,1号艇,5034 / A1 若林 義人 静岡/静岡 28歳/53.2kg,32.03,41.41,-,53.2
2026-07-23,津,第7R,4号艇,5110 / B1 杉山 喜一 静岡/静岡 26歳/50.5kg,38.68,53.77,-,50.5
2026-07-23,津,第7R,6号艇,5279 / B1 石渡 翔一郎 東京/千葉 23歳/53.1kg,38.71,60.22,-,53.1
2026-07-23,津,第8R,6号艇,5234 / A1 塚越 海斗 群馬/群馬 27歳/52.6kg,34.19,50.43,-,52.6
2026-07-23,津,第8R,5号艇,5082 / B1 一色 凌雅 愛知/愛知 27歳/55.6kg,34.17,50.00,-,55.6
2026-07-23,津,第8R,3号艇,5013 / B1 山下 夏鈴 三重/三重 28歳/44.0kg,35.66,47.29,-,44.0
2026-07-23,津,第9R,4号艇,5135 / B1 仲 航太 東京/神奈川 26歳/52.4kg,27.08,42.71,-,52.4
2026-07-23,津,第9R,6号艇,5010 / A2 宇留田 翔平 三重/三重 29歳/53.2kg,33.33,48.28,-,53.2
2026-07-23,津,第9R,2号艇,5039 / B1 倉田 茂将 愛知/愛知 28歳/54.4kg,34.26,56.48,-,54.4
2026-07-23,津,第9R,1号艇,5255 / A1 藤原 仙二 滋賀/滋賀 22歳/53.3kg,28.13,48.96,-,53.3
2026-07-23,津,第9R,5号艇,5112 / A1 砂長 知輝 埼玉/埼玉 26歳/51.5kg,34.00,54.00,-,51.5
2026-07-23,津,第10R,4号艇,5068 / A1 前田 滉 愛知/愛知 26歳/52.0kg,31.82,51.82,-,52.0
2026-07-23,津,第10R,1号艇,5216 / A1 長谷川 晴哉 群馬/群馬 26歳/52.3kg,37.80,55.91,-,52.3
2026-07-23,津,第10R,2号艇,5252 / A2 荒木 颯斗 愛知/愛知 23歳/52.0kg,33.61,52.10,-,52.0
2026-07-23,津,第10R,5号艇,5120 / B1 山本 稔太朗 愛知/愛知 25歳/53.7kg,33.00,55.00,-,53.7
2026-07-23,津,第11R,2号艇,5065 / A2 伊久間 陽優 群馬/群馬 27歳/52.2kg,34.55,44.55,-,52.2
2026-07-23,津,第11R,1号艇,5132 / A1 中野 希一 埼玉/埼玉 27歳/52.0kg,30.95,47.62,-,52.0
2026-07-23,津,第11R,5号艇,5191 / A1 飛田 江己 埼玉/東京 25歳/52.0kg,39.60,58.42,-,52.0
2026-07-23,津,第12R,6号艇,4914 / A1 吉田 裕平 愛知/愛知 29歳/52.0kg,42.15,59.50,-,52.0
2026-07-23,津,第12R,2号艇,5275 / A1 松田 淳平 三重/三重 24歳/51.5kg,33.04,50.89,-,51.5
2026-07-23,津,第12R,4号艇,5289 / A2 佃 來紀 大阪/奈良 25歳/52.0kg,37.61,61.54,-,52.0
2026-07-23,鳴門,第1R,2号艇,4226 / B1 村田 浩司 山口/山口 43歳/54.5kg,6.98,30.23,-,54.5
2026-07-23,鳴門,第1R,5号艇,5143 / B1 常盤 海心 徳島/徳島 25歳/53.0kg,23.40,38.30,-,53.0
2026-07-23,鳴門,第1R,1号艇,2878 / B1 富山 弘幸 大阪/大阪 68歳/52.9kg,27.08,43.75,-,52.9
2026-07-23,鳴門,第1R,6号艇,3692 / B1 竹腰 正樹 福井/石川 55歳/52.0kg,30.36,42.86,-,52.0
2026-07-23,鳴門,第1R,3号艇,3535 / B1 渡 修平 兵庫/兵庫 53歳/52.0kg,28.57,57.14,-,52.0
2026-07-23,鳴門,第2R,3号艇,5366 / B2 塩嶋 泰空 福井/石川 24歳/54.1kg,34.48,56.90,-,54.1
2026-07-23,鳴門,第2R,6号艇,4391 / A1 松田 祐季 福井/福井 40歳/52.0kg,38.46,59.62,-,52.0
2026-07-23,鳴門,第2R,1号艇,3563 / B1 堤 昇 静岡/静岡 56歳/52.4kg,25.81,45.16,-,52.4
2026-07-23,鳴門,第2R,4号艇,4523 / A2 中村 辰也 長崎/長崎 38歳/52.4kg,28.57,49.21,-,52.4
2026-07-23,鳴門,第3R,2号艇,4261 / A2 岡 祐臣 三重/三重 42歳/55.0kg,25.00,36.54,-,55.0
2026-07-23,鳴門,第3R,4号艇,3906 / B1 飯山 晃三 長崎/長崎 48歳/60.0kg,21.57,49.02,-,60.0
2026-07-23,鳴門,第3R,3号艇,4342 / A2 谷野 錬志 静岡/静岡 41歳/53.3kg,13.33,17.78,-,53.3
2026-07-23,鳴門,第3R,5号艇,4407 / B1 鹿島 敏弘 群馬/青森 40歳/53.7kg,34.48,51.72,-,53.7
2026-07-23,鳴門,第4R,3号艇,4105 / B1 松下 直也 兵庫/兵庫 46歳/53.2kg,29.31,48.28,-,53.2
2026-07-23,鳴門,第4R,4号艇,4052 / A2 興津 藍 徳島/兵庫 45歳/50.0kg,34.62,48.08,-,50.0
2026-07-23,鳴門,第4R,1号艇,5063 / B1 大塚 雅治 東京/神奈川 28歳/52.0kg,34.62,50.00,-,52.0
2026-07-23,鳴門,第4R,6号艇,3569 / B1 増田 進 東京/東京 55歳/52.0kg,40.74,51.85,-,52.0
2026-07-23,鳴門,第4R,5号艇,4736 / A1 高倉 和士 福岡/福岡 35歳/52.0kg,28.00,50.00,-,52.0
2026-07-23,鳴門,第5R,6号艇,4099 / A2 吉永 則雄 大阪/大阪 47歳/52.0kg,32.73,41.82,-,52.0
2026-07-23,鳴門,第5R,3号艇,4176 / B2 樋口 喜彦 兵庫/大阪 43歳/54.2kg,24.53,35.85,-,54.2
2026-07-23,鳴門,第5R,2号艇,5421 / B2 原田 朱理 兵庫/大阪 24歳/52.2kg,46.15,69.23,-,52.2
2026-07-23,鳴門,第5R,4号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/54.4kg,25.45,41.82,-,54.4
2026-07-23,鳴門,第6R,5号艇,4390 / B1 松本 弓雄 徳島/高知 40歳/52.2kg,18.18,50.00,-,52.2
2026-07-23,鳴門,第6R,3号艇,4483 / A1 北野 輝季 愛知/愛知 37歳/52.6kg,15.25,33.90,-,52.6
2026-07-23,鳴門,第6R,4号艇,4441 / A2 末永 由楽 岡山/岡山 39歳/53.1kg,22.22,31.48,-,53.1
2026-07-23,鳴門,第6R,2号艇,4226 / B1 村田 浩司 山口/山口 43歳/54.5kg,6.98,30.23,-,54.5
2026-07-23,鳴門,第7R,3号艇,4220 / B1 深川 和仁 香川/香川 44歳/53.0kg,37.25,56.86,-,53.0
2026-07-23,鳴門,第7R,5号艇,3535 / B1 渡 修平 兵庫/兵庫 53歳/52.0kg,28.57,57.14,-,52.0
2026-07-23,鳴門,第7R,2号艇,4391 / A1 松田 祐季 福井/福井 40歳/52.0kg,38.46,59.62,-,52.0
2026-07-23,鳴門,第7R,1号艇,3906 / B1 飯山 晃三 長崎/長崎 48歳/60.0kg,21.57,49.02,-,60.0
2026-07-23,鳴門,第8R,4号艇,3792 / A1 田中 豪 東京/東京 53歳/53.0kg,29.41,45.10,-,53.0
2026-07-23,鳴門,第8R,3号艇,4794 / A1 和田 拓也 兵庫/兵庫 36歳/52.8kg,29.41,37.25,-,52.8
2026-07-23,鳴門,第8R,2号艇,5143 / B1 常盤 海心 徳島/徳島 25歳/53.0kg,23.40,38.30,-,53.0
2026-07-23,鳴門,第8R,1号艇,5366 / B2 塩嶋 泰空 福井/石川 24歳/54.1kg,34.48,56.90,-,54.1
2026-07-23,鳴門,第8R,6号艇,5183 / B1 中野 孝二 三重/三重 27歳/53.6kg,29.41,50.98,-,53.6
2026-07-23,鳴門,第9R,6号艇,4736 / A1 高倉 和士 福岡/福岡 35歳/52.0kg,28.00,50.00,-,52.0
2026-07-23,鳴門,第9R,1号艇,3660 / B1 長谷川 親王 香川/香川 57歳/57.2kg,22.00,40.00,-,57.2
2026-07-23,鳴門,第9R,5号艇,4261 / A2 岡 祐臣 三重/三重 42歳/55.0kg,25.00,36.54,-,55.0
2026-07-23,鳴門,第9R,4号艇,5337 / B1 出畑 孝成 福岡/福岡 20歳/52.0kg,42.59,55.56,-,52.0
2026-07-23,鳴門,第10R,4号艇,3692 / B1 竹腰 正樹 福井/石川 55歳/52.0kg,30.36,42.86,-,52.0
2026-07-23,鳴門,第10R,3号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/54.4kg,25.45,41.82,-,54.4
2026-07-23,鳴門,第10R,1号艇,4239 / A1 竹田 辰也 山口/山口 42歳/52.6kg,25.53,38.30,-,52.6
2026-07-23,鳴門,第10R,2号艇,4428 / A2 有賀 達也 埼玉/埼玉 40歳/52.0kg,23.26,30.23,-,52.0
2026-07-23,鳴門,第11R,2号艇,4713 / A1 白神 優 岡山/岡山 35歳/53.0kg,60.00,68.00,-,53.0
2026-07-23,鳴門,第11R,6号艇,4105 / B1 松下 直也 兵庫/兵庫 46歳/53.2kg,29.31,48.28,-,53.2
2026-07-23,鳴門,第11R,4号艇,3257 / A1 田頭 実 福岡/福岡 59歳/51.0kg,35.29,56.86,-,51.0
2026-07-23,鳴門,第11R,3号艇,4099 / A2 吉永 則雄 大阪/大阪 47歳/52.0kg,32.73,41.82,-,52.0
2026-07-23,鳴門,第12R,4号艇,4523 / A2 中村 辰也 長崎/長崎 38歳/52.4kg,28.57,49.21,-,52.4
2026-07-23,鳴門,第12R,1号艇,4180 / A2 上野 秀和 福岡/福岡 43歳/53.1kg,32.73,52.73,-,53.1
2026-07-23,鳴門,第12R,6号艇,3792 / A1 田中 豪 東京/東京 53歳/52.3kg,29.41,45.10,-,52.3
2026-07-23,鳴門,第12R,3号艇,4584 / A1 村岡 賢人 岡山/鳥取 36歳/53.2kg,40.98,57.38,-,53.2
2026-07-23,丸亀,第1R,6号艇,4214 / B1 林 祐介 岡山/岡山 41歳/55.9kg,0.00,0.00,-,55.9
2026-07-23,丸亀,第1R,4号艇,4729 / B1 佐藤 謙史朗 福岡/大分 37歳/53.8kg,0.00,0.00,-,53.8
2026-07-23,丸亀,第1R,2号艇,3907 / B1 村越 篤 香川/愛媛 48歳/54.2kg,30.00,50.00,-,54.2
2026-07-23,丸亀,第2R,5号艇,4654 / A1 篠田 優也 兵庫/兵庫 40歳/52.6kg,0.00,0.00,-,52.6
2026-07-23,丸亀,第2R,2号艇,5244 / B1 黒田 剛 福岡/福岡 25歳/52.0kg,0.00,0.00,-,52.0
2026-07-23,丸亀,第2R,4号艇,4164 / B1 岩永 節也 長崎/長崎 44歳/52.0kg,45.45,63.64,-,52.0
2026-07-23,丸亀,第3R,2号艇,3546 / B1 中里 昌志 埼玉/埼玉 57歳/52.0kg,0.00,33.33,-,52.0
2026-07-23,丸亀,第3R,3号艇,4096 / A1 石橋 道友 長崎/長崎 44歳/52.3kg,0.00,0.00,-,52.3
2026-07-23,丸亀,第3R,1号艇,3516 / B1 吉原 聖人 広島/広島 58歳/51.5kg,11.11,22.22,-,51.5
2026-07-23,丸亀,第3R,6号艇,5452 / B2 上馬場 風依 広島/広島 20歳/52.2kg,54.55,81.82,-,52.2
2026-07-23,丸亀,第4R,2号艇,4516 / A1 野口 勝弘 愛知/愛知 39歳/50.0kg,60.00,80.00,-,50.0
2026-07-23,丸亀,第4R,1号艇,5177 / B1 松井 貫太 福岡/福岡 30歳/51.5kg,20.00,30.00,-,51.5
2026-07-23,丸亀,第4R,4号艇,3772 / B1 一柳 和孝 埼玉/埼玉 52歳/54.2kg,0.00,0.00,-,54.2
2026-07-23,丸亀,第5R,3号艇,3857 / B1 阿波 勝哉 東京/東京 53歳/55.4kg,27.27,63.64,-,55.4
2026-07-23,丸亀,第5R,6号艇,4537 / A1 渡邉 和将 岡山/岡山 36歳/51.0kg,50.00,90.00,-,51.0
2026-07-23,丸亀,第5R,4号艇,4631 / B1 新井 英孝 大阪/大阪 39歳/52.1kg,0.00,0.00,-,52.1
2026-07-23,丸亀,第5R,1号艇,4861 / A2 田中 宏樹 福岡/宮崎 38歳/52.0kg,50.00,87.50,-,52.0
2026-07-23,丸亀,第6R,4号艇,4103 / B1 山崎 善庸 埼玉/東京 47歳/52.8kg,0.00,0.00,-,52.8
2026-07-23,丸亀,第6R,3号艇,3212 / B1 亀本 勇樹 広島/広島 64歳/57.8kg,25.00,50.00,-,57.8
2026-07-23,丸亀,第6R,6号艇,4337 / A1 平本 真之 愛知/愛知 42歳/53.3kg,11.11,22.22,-,53.3
2026-07-23,丸亀,第7R,5号艇,5037 / B1 田頭 虎親 香川/兵庫 28歳/52.0kg,0.00,0.00,-,52.0
2026-07-23,丸亀,第7R,1号艇,4302 / A1 西野 翔太 広島/広島 43歳/52.9kg,25.00,25.00,-,52.9
2026-07-23,丸亀,第7R,6号艇,4944 / B1 田代 達也 東京/東京 35歳/52.3kg,20.00,40.00,-,52.3
2026-07-23,丸亀,第8R,2号艇,4314 / A2 青木 幸太郎 福岡/福岡 42歳/51.5kg,0.00,0.00,-,51.5
2026-07-23,丸亀,第8R,1号艇,4186 / B1 小川 時光 埼玉/埼玉 45歳/55.2kg,40.00,50.00,-,55.2
2026-07-23,丸亀,第8R,5号艇,4788 / A2 小池 哲也 大阪/大阪 37歳/52.2kg,0.00,0.00,-,52.2
2026-07-23,丸亀,第8R,6号艇,4169 / B1 多田 有佑 東京/山形 43歳/52.0kg,0.00,0.00,-,52.0
2026-07-23,丸亀,第9R,5号艇,4189 / A1 川上 剛 福岡/福岡 45歳/52.7kg,0.00,0.00,-,52.7
2026-07-23,丸亀,第9R,6号艇,4164 / B1 岩永 節也 長崎/長崎 44歳/52.0kg,45.45,63.64,-,52.0
2026-07-23,丸亀,第9R,1号艇,4214 / B1 林 祐介 岡山/岡山 41歳/55.9kg,0.00,0.00,-,55.9
2026-07-23,丸亀,第9R,4号艇,5177 / B1 松井 貫太 福岡/福岡 30歳/51.5kg,20.00,30.00,-,51.5
2026-07-23,丸亀,第10R,3号艇,4471 / A1 新田 泰章 広島/広島 39歳/52.1kg,100.00,100.00,-,52.1
2026-07-23,丸亀,第10R,2号艇,3907 / B1 村越 篤 香川/愛媛 48歳/54.2kg,30.00,50.00,-,54.2
